date,attendance,away_team,away_team_score,home_team,home_team_score,notes,overtime,playoff,start_et
2005-03-01,11790,Sacramento Kings,87,Charlotte Bobcats,94,,,False,7:00p
2005-03-01,21755,Houston Rockets,119,Chicago Bulls,89,,,False,8:30p
2005-03-01,15341,Atlanta Hawks,74,Denver Nuggets,97,,,False,9:00p
2005-03-01,14971,Seattle SuperSonics,101,Indiana Pacers,93,,,False,7:00p
2005-03-01,14209,Golden State Warriors,97,Memphis Grizzlies,99,,,False,2:00p
2005-03-01,13978,Philadelphia 76ers,118,Milwaukee Bucks,111,,,False,8:00p
2005-03-01,17664,Detroit Pistons,103,Portland Trail Blazers,93,,,False,10:00p
2005-03-02,18624,Los Angeles Lakers,101,Boston Celtics,104,,,False,7:30p
2005-03-02,17522,Seattle SuperSonics,103,Cleveland Cavaliers,86,,,False,7:00p
2005-03-02,16531,Dallas Mavericks,92,Los Angeles Clippers,101,,,False,10:30p
2005-03-02,15074,Golden State Warriors,99,Minnesota Timberwolves,93,,,False,8:00p
2005-03-02,14517,Charlotte Bobcats,85,New Orleans Hornets,94,,,False,9:00p
2005-03-02,13568,Sacramento Kings,111,Orlando Magic,114,,,False,7:00p
2005-03-02,18216,New Jersey Nets,99,Philadelphia 76ers,93,,,False,7:00p
2005-03-02,17795,Toronto Raptors,86,San Antonio Spurs,92,,,False,8:30p
2005-03-02,17766,Atlanta Hawks,74,Utah Jazz,96,,,False,9:00p
2005-03-02,18415,Houston Rockets,98,Washington Wizards,101,,,False,7:00p
2005-03-03,17811,Indiana Pacers,87,Denver Nuggets,96,,,False,8:00p
2005-03-03,17353,Miami Heat,106,New Jersey Nets,90,,,False,7:30p
2005-03-03,18422,Detroit Pistons,97,Phoenix Suns,100,,,False,10:30p
2005-03-04,17011,Charlotte Bobcats,84,Boston Celtics,104,,,False,7:30p
2005-03-04,18997,Dallas Mavericks,103,Los Angeles Lakers,108,,,False,10:30p
2005-03-04,18119,Toronto Raptors,75,Memphis Grizzlies,86,,,False,8:00p
2005-03-04,20122,Sacramento Kings,83,Miami Heat,104,,,False,8:00p
2005-03-04,18779,Milwaukee Bucks,97,Minnesota Timberwolves,103,,,False,8:00p
2005-03-04,14681,Utah Jazz,85,New Orleans Hornets,92,,,False,8:00p
2005-03-04,16007,New York Knicks,89,Orlando Magic,111,,,False,7:00p
2005-03-04,20883,Cleveland Cavaliers,89,Philadelphia 76ers,98,,,False,7:00p
2005-03-04,16263,Indiana Pacers,106,Portland Trail Blazers,97,,,False,10:00p
2005-03-04,18797,Chicago Bulls,99,San Antonio Spurs,102,,,False,8:30p
2005-03-04,17072,Detroit Pistons,87,Seattle SuperSonics,95,,,False,10:30p
2005-03-04,16541,Golden State Warriors,103,Washington Wizards,90,,,False,7:00p
2005-03-05,19446,Philadelphia 76ers,98,Atlanta Hawks,97,,,False,7:00p
2005-03-05,15301,Washington Wizards,86,Charlotte Bobcats,84,,,False,7:00p
2005-03-05,18423,Denver Nuggets,105,Los Angeles Clippers,89,,,False,10:30p
2005-03-05,18717,Chicago Bulls,87,Milwaukee Bucks,95,,,False,8:30p
2005-03-05,16101,Orlando Magic,105,New Jersey Nets,81,,,False,7:30p
2005-03-05,18422,Portland Trail Blazers,116,Phoenix Suns,129,,,False,9:00p
2005-03-06,17242,Minnesota Timberwolves,99,Boston Celtics,97,,,False,6:00p
2005-03-06,20562,Miami Heat,102,Cleveland Cavaliers,82,,,False,7:30p
2005-03-06,18195,Dallas Mavericks,69,Houston Rockets,90,,,False,1:00p
2005-03-06,18997,Indiana Pacers,94,Los Angeles Lakers,103,,,False,9:30p
2005-03-06,10638,Toronto Raptors,95,New Orleans Hornets,84,,,False,7:00p
2005-03-06,19763,Golden State Warriors,99,New York Knicks,115,,,False,7:30p
2005-03-06,17317,Detroit Pistons,85,Sacramento Kings,100,,,False,3:30p
2005-03-06,18797,Utah Jazz,94,San Antonio Spurs,101,,,False,7:00p
2005-03-06,17072,Phoenix Suns,110,Seattle SuperSonics,99,,,False,9:00p
2005-03-07,20042,Milwaukee Bucks,85,Chicago Bulls,90,,,False,8:30p
2005-03-07,19509,Toronto Raptors,105,Dallas Mavericks,113,,,False,8:30p
2005-03-07,18707,Portland Trail Blazers,98,Denver Nuggets,111,,,False,9:00p
2005-03-07,15754,Memphis Grizzlies,105,Los Angeles Clippers,102,,,False,10:30p
2005-03-07,20261,Philadelphia 76ers,100,Miami Heat,108,,,False,7:30p
2005-03-08,18148,Orlando Magic,92,Cleveland Cavaliers,111,,,False,7:00p
2005-03-08,18225,Los Angeles Clippers,110,Los Angeles Lakers,101,,,False,10:30p
2005-03-08,13117,Atlanta Hawks,101,Milwaukee Bucks,105,,,False,8:00p
2005-03-08,16333,Charlotte Bobcats,97,Minnesota Timberwolves,102,,,False,8:00p
2005-03-08,19763,Washington Wizards,83,New York Knicks,93,,,False,7:30p
2005-03-08,17990,Golden State Warriors,104,Philadelphia 76ers,85,,,False,7:00p
2005-03-08,17317,Memphis Grizzlies,82,Sacramento Kings,85,,,False,10:00p
2005-03-08,17588,New Jersey Nets,74,San Antonio Spurs,90,,,False,8:30p
2005-03-08,17072,Houston Rockets,97,Seattle SuperSonics,95,,,False,10:00p
2005-03-08,18452,Indiana Pacers,89,Utah Jazz,83,,,False,9:00p
2005-03-09,16089,Atlanta Hawks,91,Boston Celtics,95,,,False,7:00p
2005-03-09,22076,Golden State Warriors,88,Detroit Pistons,92,,,False,7:30p
2005-03-09,11569,New Jersey Nets,86,New Orleans Hornets,85,,OT,False,8:00p
2005-03-09,18422,San Antonio Spurs,101,Phoenix Suns,107,,,False,9:00p
2005-03-09,14251,Chicago Bulls,97,Portland Trail Blazers,84,,,False,10:00p
2005-03-09,17362,Orlando Magic,96,Toronto Raptors,106,,,False,7:00p
2005-03-10,20411,Los Angeles Lakers,100,Dallas Mavericks,95,,,False,9:30p
2005-03-10,19854,Minnesota Timberwolves,90,Miami Heat,107,,,False,7:00p
2005-03-11,18624,Detroit Pistons,113,Boston Celtics,115,,2OT,False,7:30p
2005-03-11,18345,Golden State Warriors,83,Indiana Pacers,101,,,False,7:00p
2005-03-11,16489,Dallas Mavericks,112,Milwaukee Bucks,110,,,False,8:30p
2005-03-11,16326,Minnesota Timberwolves,101,Orlando Magic,96,,,False,7:00p
2005-03-11,19765,Charlotte Bobcats,80,Philadelphia 76ers,112,,,False,7:00p
2005-03-11,18422,Houston Rockets,127,Phoenix Suns,107,,,False,9:00p
2005-03-11,17317,Los Angeles Clippers,112,Sacramento Kings,113,,,False,10:00p
2005-03-11,17072,Chicago Bulls,100,Seattle SuperSonics,97,,,False,10:30p
2005-03-11,17890,Atlanta Hawks,116,Toronto Raptors,112,,OT,False,7:00p
2005-03-11,18468,Memphis Grizzlies,94,Utah Jazz,82,,,False,9:00p
2005-03-12,17417,Golden State Warriors,105,Atlanta Hawks,92,,,False,7:00p
2005-03-12,23319,Los Angeles Lakers,117,Charlotte Bobcats,116,,,False,7:00p
2005-03-12,20054,New Jersey Nets,65,Miami Heat,90,,,False,1:00p
2005-03-12,14899,Milwaukee Bucks,107,New Orleans Hornets,111,,,False,8:00p
2005-03-12,17553,Memphis Grizzlies,66,Portland Trail Blazers,80,,,False,10:00p
2005-03-12,18797,Denver Nuggets,90,San Antonio Spurs,87,,,False,8:30p
2005-03-13,17190,Washington Wizards,101,Boston Celtics,105,,,False,6:00p
2005-03-13,20562,Indiana Pacers,86,Cleveland Cavaliers,98,,,False,7:00p
2005-03-13,19566,Phoenix Suns,106,Denver Nuggets,101,,,False,9:00p
2005-03-13,22076,Utah Jazz,62,Detroit Pistons,64,,,False,6:00p
2005-03-13,19060,Chicago Bulls,78,Los Angeles Clippers,83,,,False,3:30p
2005-03-13,19420,Dallas Mavericks,102,Minnesota Timberwolves,93,,,False,1:00p
2005-03-13,19763,Seattle SuperSonics,90,New York Knicks,80,,,False,6:00p
2005-03-13,14007,New Jersey Nets,98,Orlando Magic,82,,,False,6:00p
2005-03-13,17317,Houston Rockets,111,Sacramento Kings,96,,,False,3:30p
2005-03-13,19800,Philadelphia 76ers,110,Toronto Raptors,128,,,False,6:00p
2005-03-14,15733,Detroit Pistons,114,Atlanta Hawks,108,,OT,False,7:30p
2005-03-14,11103,Boston Celtics,119,Charlotte Bobcats,110,,,False,7:00p
2005-03-14,19147,Houston Rockets,97,Golden State Warriors,94,,,False,10:30p
2005-03-14,16165,Portland Trail Blazers,83,Memphis Grizzlies,104,,,False,8:00p
2005-03-14,19600,Milwaukee Bucks,71,Miami Heat,110,,,False,7:30p
2005-03-14,18797,New Orleans Hornets,89,San Antonio Spurs,112,,,False,8:30p
2005-03-14,20173,Los Angeles Lakers,81,Washington Wizards,95,,,False,7:00p
2005-03-15,21762,Seattle SuperSonics,99,Chicago Bulls,93,,,False,8:30p
2005-03-15,19794,Utah Jazz,73,Cleveland Cavaliers,92,,,False,7:00p
2005-03-15,20434,Minnesota Timberwolves,100,Dallas Mavericks,91,,,False,8:30p
2005-03-15,19763,Miami Heat,98,New York Knicks,96,,,False,7:30p
2005-03-15,20778,Los Angeles Lakers,91,Philadelphia 76ers,108,,,False,7:00p
2005-03-15,17317,Orlando Magic,94,Sacramento Kings,105,,,False,10:00p
2005-03-16,12848,Washington Wizards,122,Atlanta Hawks,93,,,False,7:30p
2005-03-16,17020,Toronto Raptors,109,Boston Celtics,110,,,False,7:00p
2005-03-16,16527,Charlotte Bobcats,101,Denver Nuggets,120,,,False,9:00p
2005-03-16,22076,Seattle SuperSonics,95,Detroit Pistons,102,,,False,7:30p
2005-03-16,18007,Portland Trail Blazers,77,Houston Rockets,108,,,False,8:30p
2005-03-16,14754,Utah Jazz,84,Indiana Pacers,103,,,False,7:00p
2005-03-16,18054,Orlando Magic,102,Los Angeles Clippers,110,,,False,10:30p
2005-03-16,17624,Cleveland Cavaliers,88,Milwaukee Bucks,96,,,False,8:00p
2005-03-16,14244,Chicago Bulls,84,New Jersey Nets,100,,,False,7:30p
2005-03-16,14164,Memphis Grizzlies,88,New Orleans Hornets,82,,,False,8:00p
2005-03-16,18797,Minnesota Timberwolves,73,San Antonio Spurs,89,,,False,9:00p
2005-03-17,20092,Portland Trail Blazers,94,Dallas Mavericks,98,,,False,8:30p
2005-03-17,17836,Sacramento Kings,97,Golden State Warriors,100,,,False,10:30p
2005-03-17,20272,Los Angeles Lakers,89,Miami Heat,102,,,False,8:00p
2005-03-18,16027,New York Knicks,106,Atlanta Hawks,92,,,False,7:30p
2005-03-18,22217,New Orleans Hornets,94,Chicago Bulls,90,,,False,8:30p
2005-03-18,20562,Philadelphia 76ers,93,Cleveland Cavaliers,81,,,False,7:30p
2005-03-18,18915,Los Angeles Clippers,96,Denver Nuggets,115,,,False,9:00p
2005-03-18,22076,Toronto Raptors,92,Detroit Pistons,103,,,False,8:00p
2005-03-18,18219,Boston Celtics,103,Houston Rockets,92,,,False,8:30p
2005-03-18,18345,Los Angeles Lakers,97,Indiana Pacers,103,,,False,7:30p
2005-03-18,18119,Minnesota Timberwolves,83,Memphis Grizzlies,88,,,False,8:00p
2005-03-18,15108,Washington Wizards,90,Milwaukee Bucks,99,,,False,8:30p
2005-03-18,15509,Utah Jazz,80,New Jersey Nets,94,,,False,7:30p
2005-03-18,18422,Golden State Warriors,110,Phoenix Suns,100,,,False,9:00p
2005-03-18,17798,Charlotte Bobcats,76,San Antonio Spurs,93,,,False,8:30p
2005-03-18,17072,Orlando Magic,90,Seattle SuperSonics,98,,,False,10:30p
2005-03-19,20331,Charlotte Bobcats,93,Dallas Mavericks,104,,,False,8:30p
2005-03-19,19816,Sacramento Kings,111,Los Angeles Clippers,107,,OT,False,10:30p
2005-03-19,20268,New York Knicks,82,Miami Heat,97,,,False,7:30p
2005-03-19,17059,Boston Celtics,113,New Orleans Hornets,100,,,False,8:00p
2005-03-19,20599,Chicago Bulls,94,Philadelphia 76ers,88,,,False,7:00p
2005-03-19,15395,Orlando Magic,97,Portland Trail Blazers,92,,,False,10:00p
2005-03-19,20173,Utah Jazz,95,Washington Wizards,96,,,False,7:00p
2005-03-20,16816,Milwaukee Bucks,103,Denver Nuggets,114,,,False,9:00p
2005-03-20,22076,San Antonio Spurs,101,Detroit Pistons,110,,,False,3:30p
2005-03-20,18345,New Jersey Nets,94,Indiana Pacers,85,,,False,3:30p
2005-03-20,18997,Seattle SuperSonics,102,Los Angeles Lakers,100,,,False,9:30p
2005-03-20,18119,Phoenix Suns,97,Memphis Grizzlies,91,,,False,3:30p
2005-03-20,18071,Houston Rockets,86,Minnesota Timberwolves,94,,,False,7:30p
2005-03-20,17317,Golden State Warriors,104,Sacramento Kings,94,,,False,9:00p
2005-03-20,19800,Cleveland Cavaliers,98,Toronto Raptors,105,,,False,1:00p
2005-03-21,10727,Orlando Magic,97,Charlotte Bobcats,102,,,False,7:00p
2005-03-21,21945,Atlanta Hawks,91,Chicago Bulls,105,,,False,8:30p
2005-03-21,19997,New Orleans Hornets,86,Dallas Mavericks,103,,,False,8:30p
2005-03-21,16498,Portland Trail Blazers,89,Los Angeles Clippers,96,,,False,10:30p
2005-03-21,19763,San Antonio Spurs,75,New York Knicks,88,,,False,7:30p
2005-03-22,14521,Phoenix Suns,105,Atlanta Hawks,94,,,False,7:30p
2005-03-22,20562,Detroit Pistons,76,Cleveland Cavaliers,91,,,False,7:00p
2005-03-22,16712,Washington Wizards,98,Denver Nuggets,127,,,False,9:00p
2005-03-22,18292,Miami Heat,82,Houston Rockets,84,,,False,9:30p
2005-03-22,14532,Indiana Pacers,91,New Jersey Nets,98,,,False,7:30p
2005-03-22,17317,Portland Trail Blazers,93,Sacramento Kings,112,,,False,10:00p
2005-03-22,16197,Milwaukee Bucks,84,Seattle SuperSonics,92,,,False,10:00p
2005-03-22,18746,Los Angeles Lakers,107,Utah Jazz,115,,,False,9:00p
2005-03-23,11664,Phoenix Suns,120,Charlotte Bobcats,105,,,False,7:00p
2005-03-23,16183,Dallas Mavericks,109,Golden State Warriors,97,,,False,10:30p
2005-03-23,16560,San Antonio Spurs,93,Indiana Pacers,100,,,False,7:00p
2005-03-23,17708,Milwaukee Bucks,108,Los Angeles Clippers,116,,,False,10:30p
2005-03-23,15877,New Orleans Hornets,102,Minnesota Timberwolves,107,,,False,8:00p
2005-03-23,19763,Boston Celtics,82,New York Knicks,107,,,False,7:30p
2005-03-23,19522,Detroit Pistons,84,Philadelphia 76ers,107,,,False,8:00p
2005-03-23,16974,Chicago Bulls,94,Toronto Raptors,85,,,False,7:00p
2005-03-24,19866,Los Angeles Lakers,96,Denver Nuggets,117,,,False,9:00p
2005-03-24,18208,Cleveland Cavaliers,80,Houston Rockets,99,,,False,8:30p
2005-03-24,13732,Memphis Grizzlies,105,New Jersey Nets,96,,,False,7:30p
2005-03-24,14431,Charlotte Bobcats,108,Orlando Magic,94,,,False,7:00p
2005-03-24,17019,Seattle SuperSonics,96,Portland Trail Blazers,91,,,False,10:00p
2005-03-24,17317,Dallas Mavericks,101,Sacramento Kings,109,,,False,10:00p
2005-03-24,17936,Washington Wizards,85,Utah Jazz,84,,,False,9:00p
2005-03-25,18624,Chicago Bulls,94,Boston Celtics,86,,,False,7:30p
2005-03-25,22076,Indiana Pacers,94,Detroit Pistons,81,,,False,8:00p
2005-03-25,16371,Milwaukee Bucks,117,Golden State Warriors,118,,OT,False,10:30p
2005-03-25,19239,Washington Wizards,94,Los Angeles Clippers,98,,,False,10:30p
2005-03-25,20278,Phoenix Suns,115,Miami Heat,125,,,False,8:00p
2005-03-25,15847,Houston Rockets,81,New Orleans Hornets,68,,,False,8:00p
2005-03-25,18521,Toronto Raptors,101,Philadelphia 76ers,103,,,False,7:00p
2005-03-25,18797,Atlanta Hawks,95,San Antonio Spurs,111,,,False,8:30p
2005-03-25,17072,New York Knicks,101,Seattle SuperSonics,109,,OT,False,10:30p
2005-03-26,16648,Toronto Raptors,109,Atlanta Hawks,104,,,False,7:00p
2005-03-26,23319,Miami Heat,92,Charlotte Bobcats,94,,,False,7:00p
2005-03-26,22755,Indiana Pacers,96,Chicago Bulls,100,,,False,8:30p
2005-03-26,20435,Cleveland Cavaliers,86,Dallas Mavericks,117,,,False,8:30p
2005-03-26,19729,Sacramento Kings,99,Denver Nuggets,113,,,False,9:00p
2005-03-26,22076,Boston Celtics,99,Detroit Pistons,105,,OT,False,7:30p
2005-03-26,18119,New Orleans Hornets,96,Memphis Grizzlies,85,,,False,8:00p
2005-03-26,17849,Minnesota Timberwolves,96,New Jersey Nets,75,,,False,1:00p
2005-03-26,17283,Phoenix Suns,118,Orlando Magic,116,,,False,7:00p
2005-03-26,15656,New York Knicks,96,Portland Trail Blazers,103,,,False,10:00p
2005-03-26,18677,Milwaukee Bucks,89,Utah Jazz,94,,,False,9:00p
2005-03-27,18347,Philadelphia 76ers,96,Los Angeles Lakers,89,,,False,7:30p
2005-03-27,14007,Los Angeles Clippers,85,Minnesota Timberwolves,89,,,False,3:30p
2005-03-27,18797,Houston Rockets,70,San Antonio Spurs,83,,,False,1:00p
2005-03-27,16333,Washington Wizards,95,Seattle SuperSonics,94,,,False,8:00p
2005-03-28,11376,New Jersey Nets,95,Charlotte Bobcats,91,,,False,7:00p
2005-03-28,21935,Memphis Grizzlies,86,Chicago Bulls,94,,,False,8:30p
2005-03-28,22076,Dallas Mavericks,95,Detroit Pistons,88,,,False,7:30p
2005-03-28,15734,New York Knicks,100,Golden State Warriors,108,,,False,10:30p
2005-03-28,14071,Indiana Pacers,90,Milwaukee Bucks,76,,,False,8:00p
2005-03-28,16118,Cleveland Cavaliers,109,New Orleans Hornets,108,,OT,False,8:00p
2005-03-28,12124,Atlanta Hawks,102,Orlando Magic,109,,,False,7:00p
2005-03-28,18422,Denver Nuggets,114,Phoenix Suns,123,,,False,9:00p
2005-03-28,14514,Washington Wizards,114,Portland Trail Blazers,106,,,False,10:00p
2005-03-28,17317,Philadelphia 76ers,109,Sacramento Kings,118,,,False,10:00p
2005-03-28,17136,Houston Rockets,99,Utah Jazz,85,,,False,9:00p
2005-03-29,20562,Los Angeles Clippers,84,Cleveland Cavaliers,94,,,False,7:00p
2005-03-29,18997,New York Knicks,107,Los Angeles Lakers,117,,,False,10:30p
2005-03-29,17256,Seattle SuperSonics,102,Memphis Grizzlies,99,,,False,8:00p
2005-03-29,20197,Toronto Raptors,91,Miami Heat,103,,,False,7:30p
2005-03-30,18624,Dallas Mavericks,112,Boston Celtics,100,,,False,7:00p
2005-03-30,12606,Chicago Bulls,102,Charlotte Bobcats,99,,,False,7:00p
2005-03-30,22076,Sacramento Kings,82,Detroit Pistons,99,,,False,7:30p
2005-03-30,14936,Golden State Warriors,113,Milwaukee Bucks,109,,,False,8:00p
2005-03-30,15157,Los Angeles Clippers,78,New Jersey Nets,95,,,False,7:30p
2005-03-30,12410,Toronto Raptors,96,Orlando Magic,108,,,False,7:00p
2005-03-30,18422,Philadelphia 76ers,87,Phoenix Suns,116,,,False,10:00p
2005-03-30,17840,Houston Rockets,100,Portland Trail Blazers,84,,,False,10:00p
2005-03-30,18797,Seattle SuperSonics,76,San Antonio Spurs,89,,,False,8:30p
2005-03-30,17444,Denver Nuggets,109,Utah Jazz,98,,,False,9:00p
2005-03-30,14815,Atlanta Hawks,99,Washington Wizards,102,,,False,7:00p
2005-03-31,22678,Cleveland Cavaliers,90,Chicago Bulls,102,,OT,False,8:00p
2005-03-31,18345,Miami Heat,108,Indiana Pacers,114,,OT,False,8:00p
2005-03-31,18997,Minnesota Timberwolves,105,Los Angeles Lakers,96,,,False,10:30p
2005-04-01,16602,Boston Celtics,116,Atlanta Hawks,100,,,False,7:30p
2005-04-01,13550,Toronto Raptors,119,Charlotte Bobcats,107,,,False,7:00p
2005-04-01,20562,Sacramento Kings,128,Cleveland Cavaliers,109,,,False,8:00p
2005-04-01,19730,San Antonio Spurs,84,Denver Nuggets,102,,,False,10:30p
2005-04-01,22076,Los Angeles Clippers,84,Detroit Pistons,97,,,False,8:00p
2005-04-01,18148,New Orleans Hornets,76,Houston Rockets,73,,,False,8:30p
2005-04-01,14983,Memphis Grizzlies,93,Milwaukee Bucks,82,,,False,8:30p
2005-04-01,19763,New Jersey Nets,93,New York Knicks,91,,,False,8:00p
2005-04-01,14107,Washington Wizards,111,Orlando Magic,102,,,False,7:00p
2005-04-01,20464,Dallas Mavericks,100,Philadelphia 76ers,83,,,False,7:00p
2005-04-01,18422,Minnesota Timberwolves,98,Phoenix Suns,107,,,False,9:00p
2005-04-01,17072,Portland Trail Blazers,87,Seattle SuperSonics,89,,,False,10:30p
2005-04-01,18544,Golden State Warriors,108,Utah Jazz,91,,,False,9:00p
2005-04-02,22074,Charlotte Bobcats,97,Chicago Bulls,112,,,False,8:30p
2005-04-02,15342,Orlando Magic,103,New Jersey Nets,102,,,False,7:30p
2005-04-02,18582,Miami Heat,111,New Orleans Hornets,99,,,False,8:00p
2005-04-02,17638,Denver Nuggets,103,Portland Trail Blazers,97,,,False,10:00p
2005-04-02,18797,Los Angeles Lakers,94,San Antonio Spurs,95,,,False,8:30p
2005-04-03,11508,Los Angeles Clippers,111,Atlanta Hawks,91,,,False,6:00p
2005-04-03,18624,Philadelphia 76ers,97,Boston Celtics,93,,,False,1:00p
2005-04-03,20562,Dallas Mavericks,80,Cleveland Cavaliers,100,,,False,3:30p
2005-04-03,17296,Seattle SuperSonics,92,Golden State Warriors,101,,,False,6:00p
2005-04-03,18203,Phoenix Suns,91,Houston Rockets,78,,,False,8:30p
2005-04-03,18119,Los Angeles Lakers,82,Memphis Grizzlies,102,,,False,8:00p
2005-04-03,15201,New York Knicks,102,Milwaukee Bucks,106,,,False,2:00p
2005-04-03,17317,Minnesota Timberwolves,112,Sacramento Kings,100,,,False,3:30p
2005-04-03,19800,Detroit Pistons,113,Toronto Raptors,103,,,False,6:00p
2005-04-03,20173,Indiana Pacers,79,Washington Wizards,76,,,False,1:00p
2005-04-05,11500,New Orleans Hornets,96,Atlanta Hawks,86,,,False,7:30p
2005-04-05,9580,Los Angeles Clippers,104,Charlotte Bobcats,102,,,False,7:00p
2005-04-05,18668,New Jersey Nets,111,Cleveland Cavaliers,80,,,False,7:00p
2005-04-05,19969,Orlando Magic,105,Dallas Mavericks,114,,,False,8:30p
2005-04-05,16638,Houston Rockets,117,Golden State Warriors,122,,,False,10:30p
2005-04-05,18119,Denver Nuggets,94,Memphis Grizzlies,91,,,False,8:00p
2005-04-05,20206,Chicago Bulls,86,Miami Heat,104,,,False,7:30p
2005-04-05,19763,Indiana Pacers,97,New York Knicks,79,,,False,7:30p
2005-04-05,18422,Los Angeles Lakers,99,Phoenix Suns,125,,,False,10:00p
2005-04-05,17317,Seattle SuperSonics,101,Sacramento Kings,122,,,False,10:00p
2005-04-05,17443,Portland Trail Blazers,79,Utah Jazz,90,,,False,9:00p
2005-04-05,14902,Boston Celtics,116,Washington Wizards,108,,,False,7:00p
2005-04-06,17210,Milwaukee Bucks,97,Boston Celtics,103,,,False,7:00p
2005-04-06,22076,Washington Wizards,93,Detroit Pistons,105,,,False,7:30p
2005-04-06,17260,Cleveland Cavaliers,77,Indiana Pacers,98,,,False,7:00p
2005-04-06,15022,Utah Jazz,86,Minnesota Timberwolves,111,,,False,9:30p
2005-04-06,14654,Denver Nuggets,94,New Orleans Hornets,83,,,False,8:00p
2005-04-06,13847,Chicago Bulls,102,Orlando Magic,101,,OT,False,7:00p
2005-04-06,16209,Charlotte Bobcats,103,Philadelphia 76ers,106,,,False,7:00p
2005-04-06,16129,Golden State Warriors,104,Portland Trail Blazers,102,,,False,10:00p
2005-04-06,18797,Los Angeles Clippers,82,San Antonio Spurs,91,,,False,8:30p
2005-04-06,14964,Memphis Grizzlies,104,Toronto Raptors,74,,,False,7:00p
2005-04-07,20418,San Antonio Spurs,68,Dallas Mavericks,104,,,False,8:00p
2005-04-07,18212,Houston Rockets,114,Los Angeles Lakers,100,,,False,10:30p
2005-04-07,17533,New York Knicks,98,New Jersey Nets,110,,,False,7:30p
2005-04-08,20043,Phoenix Suns,119,Golden State Warriors,127,,,False,10:30p
2005-04-08,18345,Washington Wizards,83,Indiana Pacers,93,,,False,8:00p
2005-04-08,18119,Miami Heat,81,Memphis Grizzlies,97,,,False,8:00p
2005-04-08,15274,Charlotte Bobcats,75,Milwaukee Bucks,93,,,False,8:30p
2005-04-08,19904,Denver Nuggets,107,Minnesota Timberwolves,104,,,False,9:30p
2005-04-08,13860,Utah Jazz,98,New Orleans Hornets,87,,,False,8:00p
2005-04-08,19763,Chicago Bulls,102,New York Knicks,94,,,False,8:00p
2005-04-08,17283,Detroit Pistons,114,Orlando Magic,102,,,False,7:00p
2005-04-08,20800,Cleveland Cavaliers,98,Philadelphia 76ers,103,,,False,7:00p
2005-04-08,17539,Sacramento Kings,119,Portland Trail Blazers,115,,,False,10:00p
2005-04-08,17072,Los Angeles Lakers,117,Seattle SuperSonics,94,,,False,10:30p
2005-04-08,14352,Atlanta Hawks,101,Toronto Raptors,109,,OT,False,7:00p
2005-04-09,17583,Minnesota Timberwolves,98,Atlanta Hawks,105,,,False,7:00p
2005-04-09,22281,Toronto Raptors,97,Chicago Bulls,110,,,False,8:30p
2005-04-09,20562,Milwaukee Bucks,81,Cleveland Cavaliers,98,,,False,7:30p
2005-04-09,20387,Utah Jazz,81,Dallas Mavericks,88,,,False,8:30p
2005-04-09,19751,Seattle SuperSonics,105,Denver Nuggets,121,,,False,9:00p
2005-04-09,19748,San Antonio Spurs,125,Los Angeles Clippers,124,,2OT,False,10:30p
2005-04-09,15103,Boston Celtics,86,New Jersey Nets,99,,,False,1:00p
2005-04-09,18422,Houston Rockets,98,Phoenix Suns,97,,,False,10:00p
2005-04-09,20173,Philadelphia 76ers,112,Washington Wizards,106,,,False,7:00p
2005-04-10,16324,San Antonio Spurs,136,Golden State Warriors,134,,2OT,False,9:00p
2005-04-10,18345,New York Knicks,113,Indiana Pacers,112,,OT,False,3:30p
2005-04-10,16953,Charlotte Bobcats,95,Memphis Grizzlies,102,,,False,8:00p
2005-04-10,20218,Detroit Pistons,80,Miami Heat,72,,,False,1:00p
2005-04-10,16022,Portland Trail Blazers,90,New Orleans Hornets,81,,,False,7:00p
2005-04-10,17317,Los Angeles Lakers,105,Sacramento Kings,124,,,False,3:30p
2005-04-11,15042,Charlotte Bobcats,110,Atlanta Hawks,105,,OT,False,7:30p
2005-04-11,22233,Detroit Pistons,85,Chicago Bulls,84,,OT,False,8:30p
2005-04-11,20044,Memphis Grizzlies,89,Dallas Mavericks,110,,,False,8:30p
2005-04-11,18045,Golden State Warriors,106,Denver Nuggets,122,,,False,9:00p
2005-04-11,18997,Phoenix Suns,108,Los Angeles Lakers,97,,,False,10:30p
2005-04-11,13273,Cleveland Cavaliers,114,Orlando Magic,106,,,False,7:00p
2005-04-11,17072,Houston Rockets,90,Seattle SuperSonics,78,,,False,10:00p
2005-04-11,15104,Indiana Pacers,94,Toronto Raptors,90,,,False,7:00p
2005-04-11,14205,Milwaukee Bucks,112,Washington Wizards,119,,,False,7:00p
2005-04-12,18697,Utah Jazz,85,Los Angeles Clippers,94,,,False,10:30p
2005-04-12,18907,Toronto Raptors,105,New York Knicks,93,,,False,7:30p
2005-04-12,17609,Boston Celtics,105,Philadelphia 76ers,98,,,False,7:00p
2005-04-12,17616,New Orleans Hornets,85,Phoenix Suns,99,,,False,10:00p
2005-04-12,18797,Portland Trail Blazers,89,San Antonio Spurs,95,,,False,8:30p
2005-04-13,10894,Atlanta Hawks,84,Charlotte Bobcats,105,,,False,7:00p
2005-04-13,17316,New Orleans Hornets,102,Denver Nuggets,116,,,False,9:00p
2005-04-13,22076,Orlando Magic,94,Detroit Pistons,103,,,False,7:30p
