date,attendance,away_team,away_team_score,home_team,home_team_score,notes,overtime,playoff,start_et
2018-11-03,19848,Los Angeles Lakers,114,Portland Trail Blazers,110,,,False,10:00p
2018-11-03,18354,New Orleans Pelicans,95,San Antonio Spurs,109,,,False,8:30p
2018-11-04,12826,Philadelphia 76ers,97,Brooklyn Nets,122,,,False,6:00p
2018-11-04,18997,Toronto Raptors,121,Los Angeles Lakers,107,,,False,9:30p
2018-11-04,17341,Sacramento Kings,109,Milwaukee Bucks,144,,,False,3:30p
2018-11-04,13074,Memphis Grizzlies,100,Phoenix Suns,102,,,False,8:00p
2018-11-04,19522,Minnesota Timberwolves,81,Portland Trail Blazers,111,,,False,9:00p
2018-11-04,18354,Orlando Magic,117,San Antonio Spurs,110,,,False,7:00p
2018-11-04,16679,New York Knicks,95,Washington Wizards,108,,,False,6:00p
2018-11-05,19520,Boston Celtics,107,Denver Nuggets,115,,,False,9:00p
2018-11-05,14148,Miami Heat,120,Detroit Pistons,115,,OT,False,7:00p
2018-11-05,19596,Memphis Grizzlies,101,Golden State Warriors,117,,,False,10:30p
2018-11-05,14735,Houston Rockets,98,Indiana Pacers,94,,,False,7:00p
2018-11-05,16564,Minnesota Timberwolves,109,Los Angeles Clippers,120,,,False,10:30p
2018-11-05,19812,Chicago Bulls,116,New York Knicks,115,,2OT,False,7:30p
2018-11-05,18203,New Orleans Pelicans,116,Oklahoma City Thunder,122,,,False,8:00p
2018-11-05,15009,Cleveland Cavaliers,100,Orlando Magic,102,,,False,7:00p
2018-11-05,18306,Toronto Raptors,124,Utah Jazz,111,,,False,9:00p
2018-11-06,13955,Atlanta Hawks,102,Charlotte Hornets,113,,,False,7:00p
2018-11-06,19234,Washington Wizards,100,Dallas Mavericks,119,,,False,8:30p
2018-11-06,14205,Brooklyn Nets,104,Phoenix Suns,82,,,False,9:00p
2018-11-06,19512,Milwaukee Bucks,103,Portland Trail Blazers,118,,,False,10:00p
2018-11-07,12412,New York Knicks,112,Atlanta Hawks,107,,,False,7:30p
2018-11-07,19432,Oklahoma City Thunder,95,Cleveland Cavaliers,86,,,False,7:00p
2018-11-07,16434,Philadelphia 76ers,100,Indiana Pacers,94,,,False,8:00p
2018-11-07,18997,Minnesota Timberwolves,110,Los Angeles Lakers,114,,,False,10:30p
2018-11-07,15832,Denver Nuggets,87,Memphis Grizzlies,89,,,False,8:00p
2018-11-07,19600,San Antonio Spurs,88,Miami Heat,95,,,False,7:30p
2018-11-07,15514,Chicago Bulls,98,New Orleans Pelicans,107,,,False,8:00p
2018-11-07,16103,Detroit Pistons,103,Orlando Magic,96,,,False,7:00p
2018-11-07,17583,Toronto Raptors,114,Sacramento Kings,105,,,False,10:00p
2018-11-07,18306,Dallas Mavericks,102,Utah Jazz,117,,,False,9:00p
2018-11-08,19596,Milwaukee Bucks,134,Golden State Warriors,111,,,False,10:30p
2018-11-08,18203,Houston Rockets,80,Oklahoma City Thunder,98,,,False,8:00p
2018-11-08,17359,Boston Celtics,116,Phoenix Suns,109,,OT,False,9:00p
2018-11-08,19170,Los Angeles Clippers,105,Portland Trail Blazers,116,,,False,10:00p
2018-11-09,14759,Detroit Pistons,124,Atlanta Hawks,109,,,False,7:30p
2018-11-09,19520,Brooklyn Nets,112,Denver Nuggets,110,,,False,9:00p
2018-11-09,19600,Indiana Pacers,110,Miami Heat,102,,,False,8:00p
2018-11-09,16562,Washington Wizards,108,Orlando Magic,117,,,False,7:00p
2018-11-09,20424,Charlotte Hornets,132,Philadelphia 76ers,133,,OT,False,7:00p
2018-11-09,17583,Minnesota Timberwolves,110,Sacramento Kings,121,,,False,10:00p
2018-11-09,18306,Boston Celtics,115,Utah Jazz,123,,,False,9:30p
2018-11-10,21506,Cleveland Cavaliers,98,Chicago Bulls,99,,,False,8:00p
2018-11-10,19818,Oklahoma City Thunder,96,Dallas Mavericks,111,,,False,9:00p
2018-11-10,19596,Brooklyn Nets,100,Golden State Warriors,116,,,False,8:30p
2018-11-10,17486,Milwaukee Bucks,126,Los Angeles Clippers,128,,OT,False,3:30p
2018-11-10,16904,Philadelphia 76ers,106,Memphis Grizzlies,112,,OT,False,8:00p
2018-11-10,19600,Washington Wizards,116,Miami Heat,110,,,False,8:00p
2018-11-10,15222,Phoenix Suns,99,New Orleans Pelicans,119,,,False,7:00p
2018-11-10,17583,Los Angeles Lakers,101,Sacramento Kings,86,,,False,10:00p
2018-11-10,18354,Houston Rockets,89,San Antonio Spurs,96,,,False,8:30p
2018-11-10,19800,New York Knicks,112,Toronto Raptors,128,,,False,3:00p
2018-11-11,19520,Milwaukee Bucks,121,Denver Nuggets,114,,,False,8:00p
2018-11-11,15133,Charlotte Hornets,113,Detroit Pistons,103,,,False,3:30p
2018-11-11,18055,Indiana Pacers,103,Houston Rockets,115,,,False,7:00p
2018-11-11,18997,Atlanta Hawks,106,Los Angeles Lakers,107,,,False,9:30p
2018-11-11,19812,Orlando Magic,115,New York Knicks,89,,,False,7:30p
2018-11-11,19712,Boston Celtics,94,Portland Trail Blazers,100,,,False,9:00p
2018-11-12,19012,Dallas Mavericks,103,Chicago Bulls,98,,,False,8:00p
2018-11-12,19068,Golden State Warriors,116,Los Angeles Clippers,121,,OT,False,10:30p
2018-11-12,13477,Utah Jazz,96,Memphis Grizzlies,88,,,False,8:00p
2018-11-12,19600,Philadelphia 76ers,124,Miami Heat,114,,,False,7:30p
2018-11-12,10186,Brooklyn Nets,113,Minnesota Timberwolves,120,,,False,8:00p
2018-11-12,18203,Phoenix Suns,101,Oklahoma City Thunder,118,,,False,8:00p
2018-11-12,15500,San Antonio Spurs,99,Sacramento Kings,104,,,False,10:00p
2018-11-12,19800,New Orleans Pelicans,126,Toronto Raptors,110,,,False,7:30p
2018-11-12,15346,Orlando Magic,109,Washington Wizards,117,,,False,7:00p
2018-11-13,19432,Charlotte Hornets,89,Cleveland Cavaliers,113,,,False,7:00p
2018-11-13,16741,Houston Rockets,109,Denver Nuggets,99,,,False,9:00p
2018-11-13,19596,Atlanta Hawks,103,Golden State Warriors,110,,,False,10:30p
2018-11-14,18624,Chicago Bulls,82,Boston Celtics,111,,,False,7:30p
2018-11-14,13317,Miami Heat,120,Brooklyn Nets,107,,,False,7:30p
2018-11-14,19371,Utah Jazz,68,Dallas Mavericks,118,,,False,8:30p
2018-11-14,18997,Portland Trail Blazers,117,Los Angeles Lakers,126,,,False,10:30p
2018-11-14,16817,Memphis Grizzlies,116,Milwaukee Bucks,113,,,False,8:00p
2018-11-14,11636,New Orleans Pelicans,100,Minnesota Timberwolves,107,,,False,8:00p
2018-11-14,18203,New York Knicks,103,Oklahoma City Thunder,128,,,False,8:00p
2018-11-14,15921,Philadelphia 76ers,106,Orlando Magic,111,,,False,7:00p
2018-11-14,14532,San Antonio Spurs,96,Phoenix Suns,116,,,False,9:00p
2018-11-14,19800,Detroit Pistons,106,Toronto Raptors,104,,,False,7:30p
2018-11-14,14537,Cleveland Cavaliers,95,Washington Wizards,119,,,False,7:00p
2018-11-15,15103,Atlanta Hawks,93,Denver Nuggets,138,,,False,9:00p
2018-11-15,18055,Golden State Warriors,86,Houston Rockets,107,,,False,8:00p
2018-11-15,17463,San Antonio Spurs,111,Los Angeles Clippers,116,,,False,10:30p
2018-11-16,18624,Toronto Raptors,116,Boston Celtics,123,,OT,False,7:00p
2018-11-16,17923,Miami Heat,91,Indiana Pacers,99,,,False,7:00p
2018-11-16,13811,Sacramento Kings,104,Memphis Grizzlies,112,,,False,8:00p
2018-11-16,17341,Chicago Bulls,104,Milwaukee Bucks,123,,,False,9:30p
2018-11-16,18978,Portland Trail Blazers,96,Minnesota Timberwolves,112,,,False,8:00p
2018-11-16,14717,New York Knicks,124,New Orleans Pelicans,129,,,False,8:00p
2018-11-16,20485,Utah Jazz,107,Philadelphia 76ers,113,,,False,7:00p
2018-11-16,15102,Brooklyn Nets,115,Washington Wizards,104,,,False,7:00p
2018-11-17,18624,Utah Jazz,98,Boston Celtics,86,,,False,7:30p
2018-11-17,12944,Los Angeles Clippers,127,Brooklyn Nets,119,,,False,6:00p
2018-11-17,21263,Toronto Raptors,122,Chicago Bulls,83,,,False,8:00p
2018-11-17,19426,Philadelphia 76ers,122,Charlotte Hornets,119,,OT,False,7:00p
2018-11-17,20260,Golden State Warriors,109,Dallas Mavericks,112,,,False,8:30p
2018-11-17,18055,Sacramento Kings,112,Houston Rockets,132,,,False,8:00p
2018-11-17,17491,Atlanta Hawks,89,Indiana Pacers,97,,,False,7:00p
2018-11-17,15408,Denver Nuggets,115,New Orleans Pelicans,125,,,False,7:00p
2018-11-17,19249,Los Angeles Lakers,117,Orlando Magic,130,,,False,7:00p
2018-11-17,16376,Oklahoma City Thunder,110,Phoenix Suns,100,,,False,9:00p
2018-11-18,19686,Los Angeles Lakers,113,Miami Heat,97,,,False,6:00p
2018-11-18,13179,Memphis Grizzlies,100,Minnesota Timberwolves,87,,,False,3:30p
2018-11-18,15898,New York Knicks,117,Orlando Magic,131,,,False,6:00p
2018-11-18,18354,Golden State Warriors,92,San Antonio Spurs,104,,,False,7:00p
2018-11-18,16647,Portland Trail Blazers,119,Washington Wizards,109,,,False,6:00p
2018-11-19,14323,Los Angeles Clippers,127,Atlanta Hawks,119,,,False,7:30p
2018-11-19,18040,Boston Celtics,112,Charlotte Hornets,117,,,False,7:00p
2018-11-19,15769,Cleveland Cavaliers,102,Detroit Pistons,113,,,False,7:00p
2018-11-19,17000,Utah Jazz,94,Indiana Pacers,121,,,False,7:00p
2018-11-19,15997,Dallas Mavericks,88,Memphis Grizzlies,98,,,False,8:00p
2018-11-19,17341,Denver Nuggets,98,Milwaukee Bucks,104,,,False,8:00p
2018-11-19,14675,San Antonio Spurs,126,New Orleans Pelicans,140,,,False,8:00p
2018-11-19,20459,Phoenix Suns,114,Philadelphia 76ers,119,,,False,7:00p
2018-11-19,16250,Oklahoma City Thunder,113,Sacramento Kings,117,,,False,10:00p
2018-11-20,19600,Brooklyn Nets,104,Miami Heat,92,,,False,7:30p
2018-11-20,19812,Portland Trail Blazers,118,New York Knicks,114,,,False,7:30p
2018-11-20,16016,Toronto Raptors,93,Orlando Magic,91,,,False,7:00p
2018-11-20,14499,Los Angeles Clippers,118,Washington Wizards,125,,,False,7:00p
2018-11-21,15058,Toronto Raptors,124,Atlanta Hawks,108,,,False,7:30p
2018-11-21,18624,New York Knicks,117,Boston Celtics,109,,,False,7:30p
2018-11-21,19014,Phoenix Suns,116,Chicago Bulls,124,,,False,8:00p
2018-11-21,15913,Indiana Pacers,109,Charlotte Hornets,127,,,False,7:00p
2018-11-21,19432,Los Angeles Lakers,109,Cleveland Cavaliers,105,,,False,8:00p
2018-11-21,19926,Brooklyn Nets,113,Dallas Mavericks,119,,,False,8:30p
2018-11-21,19596,Oklahoma City Thunder,123,Golden State Warriors,95,,,False,10:30p
2018-11-21,18055,Detroit Pistons,124,Houston Rockets,126,,,False,8:00p
2018-11-21,17591,Portland Trail Blazers,100,Milwaukee Bucks,143,,,False,8:00p
2018-11-21,15086,Denver Nuggets,103,Minnesota Timberwolves,101,,,False,8:00p
2018-11-21,20352,New Orleans Pelicans,120,Philadelphia 76ers,121,,,False,7:00p
2018-11-21,18354,Memphis Grizzlies,104,San Antonio Spurs,103,,,False,8:30p
2018-11-21,18306,Sacramento Kings,119,Utah Jazz,110,,,False,9:00p
2018-11-23,15017,Boston Celtics,114,Atlanta Hawks,96,,,False,7:30p
2018-11-23,12814,Minnesota Timberwolves,112,Brooklyn Nets,102,,,False,12:00p
2018-11-23,20935,Miami Heat,103,Chicago Bulls,96,,,False,8:00p
2018-11-23,19520,Orlando Magic,87,Denver Nuggets,112,,,False,9:00p
2018-11-23,17268,Houston Rockets,111,Detroit Pistons,116,,OT,False,7:00p
2018-11-23,19596,Portland Trail Blazers,97,Golden State Warriors,125,,,False,10:30p
2018-11-23,17262,San Antonio Spurs,111,Indiana Pacers,100,,,False,8:00p
2018-11-23,15418,Memphis Grizzlies,107,Los Angeles Clippers,112,,OT,False,3:30p
2018-11-23,18997,Utah Jazz,83,Los Angeles Lakers,90,,,False,10:30p
2018-11-23,17852,Phoenix Suns,116,Milwaukee Bucks,114,,,False,8:30p
2018-11-23,18948,New Orleans Pelicans,109,New York Knicks,114,,,False,7:30p
2018-11-23,18203,Charlotte Hornets,104,Oklahoma City Thunder,109,,,False,8:00p
2018-11-23,20524,Cleveland Cavaliers,121,Philadelphia 76ers,112,,,False,7:30p
2018-11-23,19800,Washington Wizards,107,Toronto Raptors,125,,,False,7:30p
2018-11-24,19432,Houston Rockets,108,Cleveland Cavaliers,117,,,False,7:30p
2018-11-24,20226,Boston Celtics,104,Dallas Mavericks,113,,,False,8:30p
2018-11-24,19596,Sacramento Kings,116,Golden State Warriors,117,,,False,8:30p
2018-11-24,17559,San Antonio Spurs,129,Milwaukee Bucks,135,,,False,8:30p
2018-11-24,17119,Chicago Bulls,96,Minnesota Timberwolves,111,,,False,8:00p
2018-11-24,18203,Denver Nuggets,105,Oklahoma City Thunder,98,,,False,8:00p
2018-11-24,15165,New Orleans Pelicans,114,Washington Wizards,124,,,False,8:00p
2018-11-25,12977,Charlotte Hornets,123,Atlanta Hawks,124,,,False,6:00p
2018-11-25,15217,Philadelphia 76ers,127,Brooklyn Nets,125,,,False,6:00p
2018-11-25,14413,Phoenix Suns,107,Detroit Pistons,118,,,False,4:00p
2018-11-25,18997,Orlando Magic,108,Los Angeles Lakers,104,,,False,3:30p
2018-11-25,14331,New York Knicks,103,Memphis Grizzlies,98,,,False,6:00p
2018-11-25,19138,Los Angeles Clippers,104,Portland Trail Blazers,100,,,False,9:00p
2018-11-25,16048,Utah Jazz,133,Sacramento Kings,112,,,False,8:00p
2018-11-25,19800,Miami Heat,115,Toronto Raptors,125,,,False,6:00p
2018-11-26,19006,San Antonio Spurs,108,Chicago Bulls,107,,,False,8:00p
2018-11-26,13805,Milwaukee Bucks,107,Charlotte Hornets,110,,,False,7:00p
2018-11-26,19432,Minnesota Timberwolves,102,Cleveland Cavaliers,95,,,False,7:00p
2018-11-26,19596,Orlando Magic,110,Golden State Warriors,116,,,False,10:30p
2018-11-26,15189,Boston Celtics,124,New Orleans Pelicans,107,,,False,8:00p
2018-11-26,18306,Indiana Pacers,121,Utah Jazz,88,,,False,9:00p
2018-11-26,16872,Houston Rockets,131,Washington Wizards,135,,OT,False,7:00p
2018-11-27,19583,Los Angeles Lakers,85,Denver Nuggets,117,,,False,9:00p
2018-11-27,13935,New York Knicks,108,Detroit Pistons,115,,,False,7:00p
2018-11-27,14187,Toronto Raptors,122,Memphis Grizzlies,114,,,False,8:00p
2018-11-27,19600,Atlanta Hawks,115,Miami Heat,113,,,False,7:30p
2018-11-27,13038,Indiana Pacers,109,Phoenix Suns,104,,,False,9:00p
2018-11-28,12928,Utah Jazz,101,Brooklyn Nets,91,,,False,7:30p
2018-11-28,12971,Atlanta Hawks,94,Charlotte Hornets,108,,,False,7:00p
2018-11-28,18055,Dallas Mavericks,128,Houston Rockets,108,,,False,8:00p
2018-11-28,16372,Phoenix Suns,99,Los Angeles Clippers,115,,,False,10:30p
2018-11-28,16660,Chicago Bulls,113,Milwaukee Bucks,116,,,False,8:00p
2018-11-28,11023,San Antonio Spurs,89,Minnesota Timberwolves,128,,,False,8:00p
2018-11-28,13570,Washington Wizards,104,New Orleans Pelicans,125,,,False,8:00p
2018-11-28,18203,Cleveland Cavaliers,83,Oklahoma City Thunder,100,,,False,8:00p
2018-11-28,20274,New York Knicks,91,Philadelphia 76ers,117,,,False,7:00p
2018-11-28,18865,Orlando Magic,112,Portland Trail Blazers,115,,,False,10:00p
2018-11-29,18997,Indiana Pacers,96,Los Angeles Lakers,104,,,False,10:30p
2018-11-29,17583,Los Angeles Clippers,133,Sacramento Kings,121,,,False,10:30p
2018-11-29,20073,Golden State Warriors,128,Toronto Raptors,131,,OT,False,8:00p
2018-11-30,18624,Cleveland Cavaliers,95,Boston Celtics,128,,,False,7:00p
2018-11-30,12983,Memphis Grizzlies,131,Brooklyn Nets,125,,2OT,False,7:30p
2018-11-30,15812,Utah Jazz,119,Charlotte Hornets,111,,,False,7:00p
2018-11-30,15372,Chicago Bulls,88,Detroit Pistons,107,,,False,7:00p
2018-11-30,18997,Dallas Mavericks,103,Los Angeles Lakers,114,,,False,10:30p
2018-11-30,19600,New Orleans Pelicans,101,Miami Heat,106,,,False,8:00p
2018-11-30,18203,Atlanta Hawks,109,Oklahoma City Thunder,124,,,False,8:00p
2018-11-30,20400,Washington Wizards,98,Philadelphia 76ers,123,,,False,7:00p
2018-11-30,13228,Orlando Magic,99,Phoenix Suns,85,,,False,9:00p
2018-11-30,19459,Denver Nuggets,113,Portland Trail Blazers,112,,,False,10:30p
2018-11-30,18354,Houston Rockets,136,San Antonio Spurs,105,,,False,8:00p
2018-12-01,19432,Toronto Raptors,106,Cleveland Cavaliers,95,,,False,8:00p
2018-12-01,20332,Golden State Warriors,102,Detroit Pistons,111,,,False,7:00p
2018-12-01,18055,Chicago Bulls,105,Houston Rockets,121,,,False,8:00p
2018-12-01,17663,Boston Celtics,118,Minnesota Timberwolves,109,,,False,8:00p
2018-12-01,19812,Milwaukee Bucks,134,New York Knicks,136,,OT,False,5:00p
2018-12-01,17583,Indiana Pacers,110,Sacramento Kings,111,,,False,10:00p
2018-12-01,15448,Brooklyn Nets,88,Washington Wizards,102,,,False,7:00p
2018-12-02,15336,New Orleans Pelicans,119,Charlotte Hornets,109,,,False,5:00p
2018-12-02,19551,Los Angeles Clippers,110,Dallas Mavericks,114,,,False,7:00p
2018-12-02,18997,Phoenix Suns,96,Los Angeles Lakers,120,,,False,3:30p
2018-12-02,19600,Utah Jazz,100,Miami Heat,102,,,False,6:00p
2018-12-02,20334,Memphis Grizzlies,95,Philadelphia 76ers,103,,,False,6:00p
2018-12-02,18354,Portland Trail Blazers,118,San Antonio Spurs,131,,,False,7:00p
2018-12-03,16631,Golden State Warriors,128,Atlanta Hawks,111,,,False,7:30p
2018-12-03,10983,Cleveland Cavaliers,99,Brooklyn Nets,97,,,False,7:30p
2018-12-03,14372,Oklahoma City Thunder,110,Detroit Pistons,83,,,False,7:00p
2018-12-03,13834,Houston Rockets,91,Minnesota Timberwolves,103,,,False,8:00p
2018-12-03,13822,Los Angeles Clippers,129,New Orleans Pelicans,126,,,False,8:00p
2018-12-03,19440,Washington Wizards,110,New York Knicks,107,,,False,7:30p
2018-12-03,19800,Denver Nuggets,106,Toronto Raptors,103,,,False,7:30p
2018-12-04,19341,Portland Trail Blazers,102,Dallas Mavericks,111,,,False,8:30p
2018-12-04,16446,Chicago Bulls,90,Indiana Pacers,96,,,False,7:00p
2018-12-04,19600,Orlando Magic,105,Miami Heat,90,,,False,7:30p
2018-12-04,12977,Sacramento Kings,122,Phoenix Suns,105,,,False,9:00p
2018-12-04,18306,San Antonio Spurs,105,Utah Jazz,139,,,False,9:00p
2018-12-05,12551,Washington Wizards,131,Atlanta Hawks,117,,,False,7:30p
2018-12-05,13161,Oklahoma City Thunder,114,Brooklyn Nets,112,,,False,7:30p
2018-12-05,19432,Golden State Warriors,129,Cleveland Cavaliers,105,,,False,7:00p
2018-12-05,18997,San Antonio Spurs,113,Los Angeles Lakers,121,,,False,10:30p
2018-12-05,14144,Los Angeles Clippers,86,Memphis Grizzlies,96,,,False,8:00p
2018-12-05,16541,Detroit Pistons,92,Milwaukee Bucks,115,,,False,8:00p
2018-12-05,11248,Charlotte Hornets,104,Minnesota Timberwolves,121,,,False,8:00p
2018-12-05,14810,Dallas Mavericks,106,New Orleans Pelicans,132,,,False,8:00p
2018-12-05,16636,Denver Nuggets,124,Orlando Magic,118,,OT,False,7:00p
2018-12-05,19800,Philadelphia 76ers,102,Toronto Raptors,113,,,False,8:00p
2018-12-06,18624,New York Knicks,100,Boston Celtics,128,,,False,8:00p
2018-12-06,19001,Phoenix Suns,86,Portland Trail Blazers,108,,,False,10:00p
2018-12-06,18306,Houston Rockets,91,Utah Jazz,118,,,False,10:30p
2018-12-07,14035,Toronto Raptors,105,Brooklyn Nets,106,,OT,False,7:30p
2018-12-07,19842,Oklahoma City Thunder,112,Chicago Bulls,114,,,False,8:00p
2018-12-07,13755,Denver Nuggets,107,Charlotte Hornets,113,,,False,7:00p
2018-12-07,19432,Sacramento Kings,129,Cleveland Cavaliers,110,,,False,7:30p
2018-12-07,15680,Philadelphia 76ers,117,Detroit Pistons,111,,,False,7:00p
2018-12-07,17852,Golden State Warriors,105,Milwaukee Bucks,95,,,False,9:30p
2018-12-07,18447,Memphis Grizzlies,107,New Orleans Pelicans,103,,,False,8:00p
2018-12-07,17214,Indiana Pacers,112,Orlando Magic,90,,,False,7:00p
2018-12-07,14273,Miami Heat,115,Phoenix Suns,98,,,False,9:00p
2018-12-07,18354,Los Angeles Lakers,120,San Antonio Spurs,133,,,False,8:30p
2018-12-08,14409,Denver Nuggets,98,Atlanta Hawks,106,,,False,7:30p
2018-12-08,20923,Boston Celtics,133,Chicago Bulls,77,,,False,8:00p
2018-12-08,19432,Washington Wizards,101,Cleveland Cavaliers,116,,,False,7:30p
2018-12-08,20254,Houston Rockets,104,Dallas Mavericks,107,,,False,6:00p
2018-12-08,16867,Sacramento Kings,97,Indiana Pacers,107,,,False,7:00p
2018-12-08,17113,Miami Heat,121,Los Angeles Clippers,98,,,False,10:30p
2018-12-08,17794,Los Angeles Lakers,111,Memphis Grizzlies,88,,,False,8:00p
2018-12-08,18662,Brooklyn Nets,112,New York Knicks,104,,,False,7:30p
2018-12-08,19359,Minnesota Timberwolves,105,Portland Trail Blazers,113,,,False,10:00p
2018-12-09,14705,New Orleans Pelicans,116,Detroit Pistons,108,,,False,3:30p
2018-12-09,18602,Charlotte Hornets,119,New York Knicks,107,,,False,7:30p
2018-12-09,17834,Utah Jazz,97,San Antonio Spurs,110,,,False,7:00p
2018-12-09,19800,Milwaukee Bucks,104,Toronto Raptors,99,,,False,6:00p
2018-12-10,18624,New Orleans Pelicans,100,Boston Celtics,113,,,False,7:30p
2018-12-10,18164,Sacramento Kings,108,Chicago Bulls,89,,,False,8:00p
2018-12-10,19334,Orlando Magic,76,Dallas Mavericks,101,,,False,8:30p
2018-12-10,15278,Memphis Grizzlies,99,Denver Nuggets,105,,,False,9:00p
2018-12-10,19596,Minnesota Timberwolves,108,Golden State Warriors,116,,,False,10:30p
2018-12-10,14645,Washington Wizards,101,Indiana Pacers,109,,,False,7:00p
2018-12-10,18997,Miami Heat,105,Los Angeles Lakers,108,,,False,10:30p
2018-12-10,17155,Cleveland Cavaliers,92,Milwaukee Bucks,108,,,False,8:00p
2018-12-10,18203,Utah Jazz,113,Oklahoma City Thunder,122,,,False,8:00p
2018-12-10,20199,Detroit Pistons,102,Philadelphia 76ers,116,,,False,7:00p
2018-12-10,12088,Los Angeles Clippers,123,Phoenix Suns,119,,OT,False,9:00p
2018-12-11,18055,Portland Trail Blazers,104,Houston Rockets,111,,,False,8:00p
2018-12-11,17812,Toronto Raptors,123,Los Angeles Clippers,99,,,False,10:30p
2018-12-11,17676,Phoenix Suns,86,San Antonio Spurs,111,,,False,8:30p
2018-12-12,13997,Detroit Pistons,107,Charlotte Hornets,108,,,False,7:00p
2018-12-12,19432,New York Knicks,106,Cleveland Cavaliers,113,,,False,7:00p
2018-12-12,19643,Atlanta Hawks,107,Dallas Mavericks,114,,,False,8:30p
2018-12-12,19596,Toronto Raptors,113,Golden State Warriors,93,,,False,10:30p
2018-12-12,17070,Milwaukee Bucks,97,Indiana Pacers,113,,,False,7:00p
2018-12-12,16282,Portland Trail Blazers,83,Memphis Grizzlies,92,,,False,8:00p
2018-12-12,14450,Oklahoma City Thunder,114,New Orleans Pelicans,118,,,False,8:00p
2018-12-12,20376,Brooklyn Nets,127,Philadelphia 76ers,124,,,False,7:00p
2018-12-12,15770,Minnesota Timberwolves,130,Sacramento Kings,141,,,False,10:00p
2018-12-12,18306,Miami Heat,84,Utah Jazz,111,,,False,9:00p
2018-12-12,20409,Boston Celtics,130,Washington Wizards,125,,OT,False,7:00p
2018-12-13,18055,Los Angeles Lakers,111,Houston Rockets,126,,,False,8:00p
2018-12-13,20201,Chicago Bulls,91,Orlando Magic,97,"at Mexico City, Mexico",,False,9:30p
2018-12-13,13265,Dallas Mavericks,89,Phoenix Suns,99,,,False,10:30p
2018-12-13,18354,Los Angeles Clippers,87,San Antonio Spurs,125,,,False,8:30p
2018-12-14,18624,Atlanta Hawks,108,Boston Celtics,129,,,False,7:00p
2018-12-14,13232,Washington Wizards,118,Brooklyn Nets,125,,,False,7:30p
2018-12-14,17622,New York Knicks,126,Charlotte Hornets,124,,OT,False,7:00p
2018-12-14,19432,Milwaukee Bucks,114,Cleveland Cavaliers,102,,,False,7:30p
2018-12-14,19520,Oklahoma City Thunder,98,Denver Nuggets,109,,,False,10:00p
2018-12-14,16313,Miami Heat,100,Memphis Grizzlies,97,,,False,8:00p
2018-12-14,20337,Indiana Pacers,113,Philadelphia 76ers,101,,,False,7:30p
2018-12-14,19458,Toronto Raptors,122,Portland Trail Blazers,128,,,False,10:00p
2018-12-14,17583,Golden State Warriors,130,Sacramento Kings,125,,,False,10:00p
2018-12-15,19641,Los Angeles Lakers,128,Charlotte Hornets,100,,,False,7:00p
2018-12-15,17078,Boston Celtics,104,Detroit Pistons,113,,,False,7:00p
2018-12-15,16777,Houston Rockets,105,Memphis Grizzlies,97,,,False,8:00p
2018-12-15,18203,Los Angeles Clippers,104,Oklahoma City Thunder,110,,,False,9:00p
2018-12-15,20011,Utah Jazz,89,Orlando Magic,96,"at Mexico City, Mexico",,False,5:00p
2018-12-15,14244,Minnesota Timberwolves,99,Phoenix Suns,107,,,False,9:00p
2018-12-15,18354,Chicago Bulls,98,San Antonio Spurs,93,,,False,8:30p
2018-12-16,13955,Atlanta Hawks,127,Brooklyn Nets,144,,,False,3:00p
2018-12-16,19432,Philadelphia 76ers,128,Cleveland Cavaliers,105,,,False,3:30p
2018-12-16,19935,Sacramento Kings,120,Dallas Mavericks,113,,,False,7:00p
2018-12-16,19520,Toronto Raptors,86,Denver Nuggets,95,,,False,8:00p
2018-12-16,16646,New York Knicks,99,Indiana Pacers,110,,,False,5:00p
2018-12-16,15535,Miami Heat,102,New Orleans Pelicans,96,,,False,7:00p
2018-12-16,20409,Los Angeles Lakers,110,Washington Wizards,128,,,False,6:00p
2018-12-17,15051,Milwaukee Bucks,107,Detroit Pistons,104,,,False,7:00p
2018-12-17,19596,Memphis Grizzlies,93,Golden State Warriors,110,,,False,10:30p
2018-12-17,18055,Utah Jazz,97,Houston Rockets,102,,,False,8:00p
2018-12-17,16030,Portland Trail Blazers,131,Los Angeles Clippers,127,,,False,10:30p
2018-12-17,12417,Sacramento Kings,105,Minnesota Timberwolves,132,,,False,8:00p
2018-12-17,18437,Phoenix Suns,128,New York Knicks,110,,,False,7:30p
2018-12-17,18203,Chicago Bulls,96,Oklahoma City Thunder,121,,,False,8:00p
2018-12-17,17486,Philadelphia 76ers,96,San Antonio Spurs,123,,,False,8:30p
2018-12-18,16489,Washington Wizards,110,Atlanta Hawks,118,,,False,7:30p
2018-12-18,17732,Los Angeles Lakers,110,Brooklyn Nets,115,,,False,7:30p
2018-12-18,15764,Dallas Mavericks,118,Denver Nuggets,126,,,False,9:00p
2018-12-18,15630,Cleveland Cavaliers,92,Indiana Pacers,91,,,False,7:00p
2018-12-19,18624,Phoenix Suns,111,Boston Celtics,103,,,False,7:30p
2018-12-19,18065,Brooklyn Nets,96,Chicago Bulls,93,,,False,8:00p
2018-12-19,15179,Cleveland Cavaliers,99,Charlotte Hornets,110,,,False,7:00p
2018-12-19,18055,Washington Wizards,118,Houston Rockets,136,,,False,8:00p
